firstpost_date	url	url_expansion_data_url	url_expansion_data_topsy_expanded_url	content	trackback_author_nick	trackback_author_name
1377697373	http://twitter.com/bella_vita87/status/372715913092825088	Not Available	Not Available	u'@David_Cameron this is absurd. If a leader can do this what else will he not do? He has to goo...#disgusted #sad'	bella_vita87	Bellavita_Fenty
1371908739	http://twitter.com/aprilstreynj/status/348436622708187138	Not Available	Not Available	u"RT @JoJoMaggotmummy: Sadly, #WesternBlackRhinos are now extinct. Well done human race! Hope you're proud of yourselves. #Disgusted #Sad"	aprilstreynj	Crowley's Girl
1316658853	http://twitter.com/troylisa/status/116701807140540416	Not Available	Not Available	u"This justice system is so #sad and I feel so sorry for Troy Davis. But at least his sufferin will be over with. I'm just #disgusted"	troylisa	TRISH 
1355527540	http://twitter.com/klynn137/status/279728894788116480	Not Available	Not Available	u'RT @myduckyislucky: This is exactly why I keep saying Aubrey will be home schooled #Disgusted #sad #lovemybaby'	klynn137	Krystal Lynn Herrick
1366066800	http://twitter.com/ehizzett/status/323933757071560704	Not Available	Not Available	u'RT @ehizzett: Realising how brutal the human race actually can be #Boston #prayforboston #disgusted  #sad #heartless'	aliceearle	Alice Earle
1386673692	http://twitter.com/amcconn/status/410365325872750592	Not Available	Not Available	u"@united hardly safe for a couple never mind a single female. #disgusted #sad you make billions yet couldn't offer to put me in a SAFE hotel?"	amcconn	Amanda
1350609016	http://twitter.com/kandace3/status/259099111951855617	Not Available	Not Available	u"@PunkiDonch #Shocked #Disgusted #Sad #Hurt #JeterMiss #GladItsNotPersonal Not glad you don't like them."	kanbrown2	Kandace Brown
1377570676	http://twitter.com/flores_re/status/372184510256799744	Not Available	Not Available	u"RT @khampt: #MileyCyrus is bragging about getting over 300k tweets last night but I'm pretty sure its not a good thing #overtheline #disgus\u2026"	flores_re	Ryan E. Flores
1368064842	http://twitter.com/rarwwr_nena/status/332314150854344705	Not Available	Not Available	u"RT @CaliLoveeLeti: I can't believe those girls we're missing for 10years :( WOW THOSE MEN WERE SICK! #disgusted #sad"	rarwwr_nena	Nena!
1321644494	http://twitter.com/jameszou15/status/137613102136049664	Not Available	Not Available	u'RT @JakeStone93: wish i could enjoy some damn sports highlights instead of having to see molesters, greedy people, and deaths #disgusted ...'	jameszou15	James R Skorburg
1368262512	http://twitter.com/iamredsky/status/333143241044144128	Not Available	Not Available	u'RT @TheHornGuy: Way to go, humans. #disgusted #sad BBC News - Western black rhino declared extinct http://t.co/SOzdJMDcxI'	iamredsky	Brandon S.
1368212610	http://twitter.com/aliria12/status/332933934583263232	Not Available	Not Available	u'RT @TheHornGuy: Way to go, humans. #disgusted #sad BBC News - Western black rhino declared extinct http://t.co/SOzdJMDcxI'	aliria12	Sonja Aliria
1368209827	http://twitter.com/yehti75/status/332922262984458241	Not Available	Not Available	u'RT @TheHornGuy: Way to go, humans. #disgusted #sad BBC News - Western black rhino declared extinct http://t.co/SOzdJMDcxI'	yehti75	mike mc
1368209011	http://twitter.com/t_schroyer/status/332918841782960129	Not Available	Not Available	u'RT @TheHornGuy: Way to go, humans. #disgusted #sad BBC News - Western black rhino declared extinct http://t.co/SOzdJMDcxI'	t_schroy	Tyler
1368208706	http://twitter.com/tony09s/status/332917562088235008	Not Available	Not Available	u'RT @TheHornGuy: Way to go, humans. #disgusted #sad BBC News - Western black rhino declared extinct http://t.co/SOzdJMDcxI'	victoryburrito	Antonio Silva
1355510763	http://twitter.com/ali_lauro/status/279658526454996992	Not Available	Not Available	u'RT @Lauren_Lehan: thoughts and prayers go out to the families in Connecticut. Only a truly sick person could do that to children. #disgu ...'	ali_lauro	Alexandra Lauro
1372266919	http://twitter.com/ashling_birch/status/349938938753974273	Not Available	Not Available	u'RT @Rachiegreene: @annamhunter @MilliesCookies ... Just found a cob web on my cookie. #horrified #disgusted #sad http://t.co/X3npqPCYS7'	ashling_birch	Ashling Birch
1372265587	http://twitter.com/pep2910/status/349933354302455812	Not Available	Not Available	u'RT @Rachiegreene: @annamhunter @MilliesCookies ... Just found a cob web on my cookie. #horrified #disgusted #sad http://t.co/X3npqPCYS7'	pep2910	Leah Pepper
1372262826	http://twitter.com/georgiebeacook/status/349921774105927680	Not Available	Not Available	u'RT @Rachiegreene: @annamhunter @MilliesCookies ... Just found a cob web on my cookie. #horrified #disgusted #sad http://t.co/X3npqPCYS7'	georgiebeacook	Georgina Cook
1372261572	http://twitter.com/annamhunter/status/349916512146030592	Not Available	Not Available	u'RT @Rachiegreene: @annamhunter @MilliesCookies ... Just found a cob web on my cookie. #horrified #disgusted #sad http://t.co/X3npqPCYS7'	annamhunter	anna hunter
1342730276	http://twitter.com/boatssandhoesss/status/226053278054633472	Not Available	Not Available	u'RT @Liteskin_Nympho: I heard bitches quit they job #Stupid #ButGettingDrunkEveryNight #Disgusted #Sad #Embarrassment2Parents'	boatssandhoesss	IG: Slimgoddess__
1342729571	http://twitter.com/manolofranklin/status/226050321544249344	Not Available	Not Available	u'RT @Liteskin_Nympho: I heard bitches quit they job #Stupid #ButGettingDrunkEveryNight #Disgusted #Sad #Embarrassment2Parents'	manolofranklin	Much Better 
1342729379	http://twitter.com/flexingonuhoes/status/226049516158189568	Not Available	Not Available	u'RT @Liteskin_Nympho: I heard bitches quit they job #Stupid #ButGettingDrunkEveryNight #Disgusted #Sad #Embarrassment2Parents'	mekkaalaye	OwensGal
1360180108	http://twitter.com/rainjellybeans/status/299243178937180160	Not Available	Not Available	u'@OurNameIsFun @Ticketmaster website glinched on me and I lost my 4 Tickets to Detroit. #TearsRunDownMyFace #Disgusted #Sad'	rainjellybeans	Danee Kaplan
1377482049	http://twitter.com/sweetchickyaz/status/371812782150545408	Not Available	Not Available	u"@IslamRelated I was thinking the same :S it's just so unjust, where has people's softness gone!? :/ #disgusted #sad #horrible"	sweetchickyaz	Hana ♡
1377793465	http://twitter.com/sobobbijo/status/373118952894787584	Not Available	Not Available	u"@SoBobbiJo Im late to the reaction train but I hav been a Thicke fan 4 a while &amp; didn't see that comin even for the VMAs. #disgusted #sad"	sobobbijo	Bobbi Jo McMullin
1342840230	http://twitter.com/_jazzminejame_/status/226514461563961344	Not Available	Not Available	u'RT @CrotyCro11: Watching NBC Dateline about the Colorado shootings. It makes me sick to my stomach. How could someone do that?! #disgust ...'	_jazzminejame_	JJT♥
1355529277	http://twitter.com/jocelyncormier1/status/279736180029943808	Not Available	Not Available	u'RT @jamieemarshalll: what posses someone to pick up a gun and start shooting random innocent people, let alone children.. :( #disgusted #sad'	jocelyncormier1	JocelynCormier
1355524602	http://twitter.com/murielduplessis/status/279716573755871232	Not Available	Not Available	u'RT @jamieemarshalll: what posses someone to pick up a gun and start shooting random innocent people, let alone children.. :( #disgusted #sad'	murielduplessis	muriel duplessis
1384465129	http://twitter.com/stephengault/status/401101939041378304	Not Available	Not Available	u"RT @stephengault: @PaulClark_UTV I know paul! It's totally disgusting. Some people have no morals. @CelticLiam88 @fenianbhoy32 #hurt #disgu\u2026"	mcfadzeanpvt	billy mcfadzean
1348753475	http://twitter.com/hmartin325/status/251316409093738497	Not Available	Not Available	u'RT @CashmereLuxuryy: Why is this "Honey Boo Boo" show a real thing? I don\'t understand. #DisappointedInAmericanCulture #disgusted #sad'	hmartin325	Hannah Martin
1348747331	http://twitter.com/kodiakclint/status/251290637033435136	Not Available	Not Available	u'RT @CashmereLuxuryy: Why is this "Honey Boo Boo" show a real thing? I don\'t understand. #DisappointedInAmericanCulture #disgusted #sad'	kodiakclint	Clint Keller
1333412217	http://twitter.com/toungelessmuse/status/186970510020706305	Not Available	Not Available	u'RT @russrankinNJD: Having one of those "I can\'t believe people still eat meat" days. #disgusted #sad #disappointed #isntit2012?'	toungelessmuse	lipdo
1296484306	http://twitter.com/kyaraclena/status/32083624421498882	Not Available	Not Available	u'RT @girlygirl_DE: #disgusted #irritated #bothered #annoyed #sleepy #angry #upset #sad  #WANNASTAYHOME i might as well stfu cus i cant do ...'	babecakeszz	kyara
1308224198	http://twitter.com/iam_mslola/status/81324298505166848	Not Available	Not Available	u'#disgusted #canucksriot boston fan killed by canucks fans ?? Really .... wow.. all this over a GAME...  #sad #rip'	iam_mslola	LOLABUNNYY
1355597288	http://twitter.com/babybritt05/status/280021439392927744	Not Available	Not Available	u'RT @babybritt05: #sad #disgusted #innocent #kids #prayers #why? http://t.co/3zJLec7i'	locxnessmonster	 WaaaPaaam ♥
1355513069	http://twitter.com/kmkowal/status/279668197920235521	Not Available	Not Available	u'The world has become such a scary place. #sad #disgusted #praying'	kmkowal	Kaitlin
1355520793	http://twitter.com/charlie_z71/status/279700595886133248	Not Available	Not Available	u'My prayers go out to those who lost their friends and family in Connecticut ),: #Horrible #sad #disgusted ),:'	charlie_z71	Charles Edwards
1399216911	http://twitter.com/orrisham/status/462975398868156416	Not Available	Not Available	u'#sad #disgusted #shocked  RIP Dana Seetahal SC.'	orrisham	Orrisha Maharajh
1368403600	http://twitter.com/alexreeves_/status/333735004087652352	Not Available	Not Available	u"Saw my sister on that page,now she's speaking to mum about it #Sad #Sorry #Disgusted #Shameful #Crying"	alexreeves_	▲lex
1373426073	http://twitter.com/miisssomerh0lic/status/354800783176384513	Not Available	Not Available	u'I fucking hate all those people who spoil my morning!!! :/ and this day is so special! #Disgusted #Annoyed #Sad'	miisssomerh0lic	Mrs. Barrueco
1355717317	http://twitter.com/beccap8989/status/280524877780357120	Not Available	Not Available	u"Think it's worse to see pictures of the victims from CT, they were so precious #sad #disgusted"	beccap8989	Rebecca Palmer
1343017395	http://twitter.com/tgodromeo32/status/227257545302102016	Not Available	Not Available	u'Cant believe they removed the joe paterno #sad #disgusted'	romanhashemian	roman hashemian
1355510346	http://twitter.com/marissa_anton/status/279656779745468417	Not Available	Not Available	u'who would go into a school &amp; kill a bunch of kids. . . #disgusted #sad praying for all the families &amp; community \U0001f64f\u2764'	marissa_anton	Marissa Anton
1342799861	http://twitter.com/reggie_marshall/status/226345139960938496	Not Available	Not Available	u'What is wrong with America ? #sad \n#disgusted'	reggie_marshall	REGGIE MARSHALL
1388273345	http://twitter.com/kabs_2/status/417074758245568512	Not Available	Not Available	u'To the grinch who stole from your friends last night bday party - do the right thing &amp; return the $$$. #theftomoney #disgusted #sad'	kabs_2	KG
1296874391	http://twitter.com/animalmongoose/status/33719759212126208	Not Available	Not Available	u"Ok its pretty bad when you're too fat to even do a workout CD. #miserable #sad #disgusted"	animalmongoose	Amanda Walker
1303606747	http://twitter.com/riri2514/status/61957303884193792	Not Available	Not Available	u"Note to self: Don't read Patches' @ replies/mentions #Sad #Disgusted"	riri2514	RiRi
